GEO_ID,NAME,B01003_001E,B01003_001M
1500000US360050119004,"Block Group 4, Census Tract 119, Bronx County, New York",754,212
1500000US360050119005,"Block Group 5, Census Tract 119, Bronx County, New York",723,216
1500000US360050121011,"Block Group 1, Census Tract 121.01, Bronx County, New York",1069,267
1500000US360050121012,"Block Group 2, Census Tract 121.01, Bronx County, New York",2003,433
1500000US360050121021,"Block Group 1, Census Tract 121.02, Bronx County, New York",1338,261
1500000US360050123001,"Block Group 1, Census Tract 123, Bronx County, New York",1426,383
1500000US360050123002,"Block Group 2, Census Tract 123, Bronx County, New York",1967,972
1500000US360050123003,"Block Group 3, Census Tract 123, Bronx County, New York",978,344
1500000US360050123004,"Block Group 4, Census Tract 123, Bronx County, New York",0,12
1500000US360050123005,"Block Group 5, Census Tract 123, Bronx County, New York",0,12
1500000US360050123006,"Block Group 6, Census Tract 123, Bronx County, New York",0,12
1500000US360050125001,"Block Group 1, Census Tract 125, Bronx County, New York",2705,561
1500000US360050125002,"Block Group 2, Census Tract 125, Bronx County, New York",1154,368
1500000US360050127011,"Block Group 1, Census Tract 127.01, Bronx County, New York",1042,350
1500000US360050127012,"Block Group 2, Census Tract 127.01, Bronx County, New York",1004,399
1500000US360050129011,"Block Group 1, Census Tract 129.01, Bronx County, New York",1151,516
1500000US360050129012,"Block Group 2, Census Tract 129.01, Bronx County, New York",3526,823
1500000US360050130001,"Block Group 1, Census Tract 130, Bronx County, New York",1462,416
1500000US360050131001,"Block Group 1, Census Tract 131, Bronx County, New York",1490,466
1500000US360050131002,"Block Group 2, Census Tract 131, Bronx County, New York",1248,425
1500000US360050131003,"Block Group 3, Census Tract 131, Bronx County, New York",1623,416
1500000US360050131004,"Block Group 4, Census Tract 131, Bronx County, New York",860,377
1500000US360050132000,"Block Group 0, Census Tract 132, Bronx County, New York",0,12
1500000US360050132001,"Block Group 1, Census Tract 132, Bronx County, New York",873,369
1500000US360050132002,"Block Group 2, Census Tract 132, Bronx County, New York",1988,972
1500000US360050132003,"Block Group 3, Census Tract 132, Bronx County, New York",1515,589
1500000US360050132004,"Block Group 4, Census Tract 132, Bronx County, New York",938,524
1500000US360050132005,"Block Group 5, Census Tract 132, Bronx County, New York",2053,622
1500000US360050133001,"Block Group 1, Census Tract 133, Bronx County, New York",1046,442
1500000US360050133002,"Block Group 2, Census Tract 133, Bronx County, New York",1970,763
1500000US360050133003,"Block Group 3, Census Tract 133, Bronx County, New York",509,398
1500000US360050133004,"Block Group 4, Census Tract 133, Bronx County, New York",2260,844
1500000US360050135001,"Block Group 1, Census Tract 135, Bronx County, New York",457,285
1500000US360050135002,"Block Group 2, Census Tract 135, Bronx County, New York",1760,546
1500000US360050135003,"Block Group 3, Census Tract 135, Bronx County, New York",1416,483
1500000US360050138000,"Block Group 0, Census Tract 138, Bronx County, New York",0,12
1500000US360050138001,"Block Group 1, Census Tract 138, Bronx County, New York",1626,410
1500000US360050138002,"Block Group 2, Census Tract 138, Bronx County, New York",1227,325
1500000US360050141001,"Block Group 1, Census Tract 141, Bronx County, New York",925,326
1500000US360050141002,"Block Group 2, Census Tract 141, Bronx County, New York",2340,589
1500000US360050141003,"Block Group 3, Census Tract 141, Bronx County, New York",2487,583
1500000US360050143001,"Block Group 1, Census Tract 143, Bronx County, New York",1647,329
1500000US360050144001,"Block Group 1, Census Tract 144, Bronx County, New York",519,266
1500000US360050144002,"Block Group 2, Census Tract 144, Bronx County, New York",680,245
1500000US360050144003,"Block Group 3, Census Tract 144, Bronx County, New York",761,555
1500000US360050144004,"Block Group 4, Census Tract 144, Bronx County, New York",1107,458
1500000US360050144005,"Block Group 5, Census Tract 144, Bronx County, New York",1194,690
1500000US360050144006,"Block Group 6, Census Tract 144, Bronx County, New York",1218,732
1500000US360050145001,"Block Group 1, Census Tract 145, Bronx County, New York",2239,625
1500000US360050145002,"Block Group 2, Census Tract 145, Bronx County, New York",2178,869
1500000US360050145003,"Block Group 3, Census Tract 145, Bronx County, New York",810,376
1500000US360050145004,"Block Group 4, Census Tract 145, Bronx County, New York",1885,1257
1500000US360050147011,"Block Group 1, Census Tract 147.01, Bronx County, New York",2845,1289
1500000US360050147012,"Block Group 2, Census Tract 147.01, Bronx County, New York",1348,436
1500000US360050147013,"Block Group 3, Census Tract 147.01, Bronx County, New York",1969,745
1500000US360050147021,"Block Group 1, Census Tract 147.02, Bronx County, New York",617,260
1500000US360050147022,"Block Group 2, Census Tract 147.02, Bronx County, New York",2229,886
1500000US360050147023,"Block Group 3, Census Tract 147.02, Bronx County, New York",763,406
1500000US360050147024,"Block Group 4, Census Tract 147.02, Bronx County, New York",1665,571
1500000US360050149001,"Block Group 1, Census Tract 149, Bronx County, New York",1378,882
1500000US360050149002,"Block Group 2, Census Tract 149, Bronx County, New York",1039,429
1500000US360050149003,"Block Group 3, Census Tract 149, Bronx County, New York",2194,402
1500000US360050151001,"Block Group 1, Census Tract 151, Bronx County, New York",888,402
1500000US360050151002,"Block Group 2, Census Tract 151, Bronx County, New York",1242,574
1500000US360050151003,"Block Group 3, Census Tract 151, Bronx County, New York",1560,407
1500000US360050151004,"Block Group 4, Census Tract 151, Bronx County, New York",1475,670
1500000US360050152001,"Block Group 1, Census Tract 152, Bronx County, New York",1238,355
1500000US360050152002,"Block Group 2, Census Tract 152, Bronx County, New York",1366,306
1500000US360050153001,"Block Group 1, Census Tract 153, Bronx County, New York",2369,642
1500000US360050153002,"Block Group 2, Census Tract 153, Bronx County, New York",984,442
1500000US360050153003,"Block Group 3, Census Tract 153, Bronx County, New York",958,333
1500000US360050155001,"Block Group 1, Census Tract 155, Bronx County, New York",2346,614
1500000US360050155002,"Block Group 2, Census Tract 155, Bronx County, New York",588,221
1500000US360050157001,"Block Group 1, Census Tract 157, Bronx County, New York",0,12
1500000US360050157002,"Block Group 2, Census Tract 157, Bronx County, New York",1762,807
1500000US360050157003,"Block Group 3, Census Tract 157, Bronx County, New York",1474,421
1500000US360050157004,"Block Group 4, Census Tract 157, Bronx County, New York",1625,387
1500000US360050158001,"Block Group 1, Census Tract 158, Bronx County, New York",1307,341
1500000US360050159001,"Block Group 1, Census Tract 159, Bronx County, New York",1434,370
1500000US360050159002,"Block Group 2, Census Tract 159, Bronx County, New York",681,383
1500000US360050160000,"Block Group 0, Census Tract 160, Bronx County, New York",0,12
1500000US360050160001,"Block Group 1, Census Tract 160, Bronx County, New York",1620,466
1500000US360050160002,"Block Group 2, Census Tract 160, Bronx County, New York",785,364
1500000US360050160003,"Block Group 3, Census Tract 160, Bronx County, New York",832,325
1500000US360050160004,"Block Group 4, Census Tract 160, Bronx County, New York",532,306
1500000US360050161001,"Block Group 1, Census Tract 161, Bronx County, New York",1256,474
1500000US360050161002,"Block Group 2, Census Tract 161, Bronx County, New York",1208,570
1500000US360050161003,"Block Group 3, Census Tract 161, Bronx County, New York",1124,462
1500000US360050161004,"Block Group 4, Census Tract 161, Bronx County, New York",1045,361
1500000US360050162001,"Block Group 1, Census Tract 162, Bronx County, New York",951,286
1500000US360050162002,"Block Group 2, Census Tract 162, Bronx County, New York",888,255
1500000US360050163001,"Block Group 1, Census Tract 163, Bronx County, New York",0,12
1500000US360050164001,"Block Group 1, Census Tract 164, Bronx County, New York",1019,184
1500000US360050165001,"Block Group 1, Census Tract 165, Bronx County, New York",1028,235
1500000US360050166001,"Block Group 1, Census Tract 166, Bronx County, New York",1528,371
1500000US360050166002,"Block Group 2, Census Tract 166, Bronx County, New York",701,232
1500000US360050167001,"Block Group 1, Census Tract 167, Bronx County, New York",996,293
1500000US360050167002,"Block Group 2, Census Tract 167, Bronx County, New York",2572,513
1500000US360050169001,"Block Group 1, Census Tract 169, Bronx County, New York",1658,343
1500000US360050171001,"Block Group 1, Census Tract 171, Bronx County, New York",0,12
1500000US360050173001,"Block Group 1, Census Tract 173, Bronx County, New York",875,394
1500000US360050173002,"Block Group 2, Census Tract 173, Bronx County, New York",831,520
1500000US360050173003,"Block Group 3, Census Tract 173, Bronx County, New York",882,407
1500000US360050173004,"Block Group 4, Census Tract 173, Bronx County, New York",3375,1010
1500000US360050175001,"Block Group 1, Census Tract 175, Bronx County, New York",2323,913
1500000US360050175002,"Block Group 2, Census Tract 175, Bronx County, New York",492,242
1500000US360050175003,"Block Group 3, Census Tract 175, Bronx County, New York",1424,623
1500000US360050175004,"Block Group 4, Census Tract 175, Bronx County, New York",1275,494
